27215,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27241,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27267,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27286,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27312,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27338,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27357,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27383,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27409,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27428,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27454,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27480,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27499,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27525,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27551,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27570,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27596,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27622,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27641,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27667,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27693,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27712,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27738,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27764,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27783,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27809,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27835,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27854,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27880,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27906,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27925,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27951,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27977,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
27996,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28022,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28048,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28067,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28093,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28119,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28138,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28164,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28190,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28209,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28235,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28261,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28280,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28306,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28332,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28351,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28377,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28403,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28422,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28448,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28474,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28493,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28519,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28545,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28564,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28590,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28616,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28635,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28661,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28687,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28706,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28732,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28758,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28777,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28803,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28829,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28848,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28874,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28900,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28919,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28945,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28971,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
28990,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
29016,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
29042,"[LBS not moved] count:20736 cur:(28730,20736) [0]:(28730,13265) [1]:(28692,5000)"
